filename,relative_time
xa.s16.00.mhz.1977-04-17HR00_evid00249.mseed,308.22641509433964
xa.s16.00.mhz.1977-04-17HR00_evid00249.mseed,780.0754716981132
xa.s16.00.mhz.1977-04-17HR00_evid00249.mseed,37837.43396226415
xa.s16.00.mhz.1977-04-17HR00_evid00249.mseed,85128.15094339622
xa.s16.00.mhz.1975-03-26HR00_evid00186.mseed,308.22641509433964
xa.s16.00.mhz.1975-03-26HR00_evid00186.mseed,8657.056603773584
xa.s16.00.mhz.1975-03-26HR00_evid00186.mseed,23915.01886792453
xa.s16.00.mhz.1975-03-26HR00_evid00186.mseed,24559.245283018867
xa.s16.00.mhz.1975-03-26HR00_evid00186.mseed,25748.528301886792
xa.s16.00.mhz.1975-03-26HR00_evid00186.mseed,57198.79245283019
xa.s16.00.mhz.1972-11-06HR00_evid00079.mseed,308.22641509433964
xa.s16.00.mhz.1972-11-06HR00_evid00079.mseed,15982.641509433963
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,308.22641509433964
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,6111.245283018868
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,9428.377358490567
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,10182.792452830188
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,26929.20754716981
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,28060.830188679247
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,30348.528301886792
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,30678.490566037737
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,31069.132075471698
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,36385.056603773584
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,36693.735849056604
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,50688.90566037736
xa.s16.00.mhz.1975-02-19HR00_evid00180.mseed,51558.64150943396
xa.s16.00.mhz.1974-11-11HR00_evid00160.mseed,308.22641509433964
xa.s16.00.mhz.1974-11-11HR00_evid00160.mseed,16701.735849056604
xa.s16.00.mhz.1974-11-11HR00_evid00160.mseed,21725.132075471698
xa.s16.00.mhz.1974-11-11HR00_evid00160.mseed,34637.28301886792
xa.s16.00.mhz.1974-11-11HR00_evid00160.mseed,43563.018867924526
xa.s16.00.mhz.1974-11-11HR00_evid00160.mseed,57908.52830188679
xa.s16.00.mhz.1974-11-11HR00_evid00160.mseed,61295.54716981132
xa.s16.00.mhz.1974-12-12HR02_evid00168.mseed,308.22641509433964
xa.s16.00.mhz.1974-12-12HR02_evid00168.mseed,30243.471698113208
xa.s16.00.mhz.1974-12-12HR02_evid00168.mseed,45639.84905660377
xa.s16.00.mhz.1974-12-12HR02_evid00168.mseed,61940.07547169811
xa.s16.00.mhz.1974-12-12HR02_evid00168.mseed,74151.39622641509
xa.s16.00.mhz.1974-12-25HR00_evid00174.mseed,308.22641509433964
xa.s16.00.mhz.1974-12-25HR00_evid00174.mseed,52438.339622641506
xa.s16.00.mhz.1974-12-25HR00_evid00174.mseed,53053.1320754717
xa.s16.00.mhz.1974-12-25HR00_evid00174.mseed,83083.47169811321
xa.s16.00.mhz.1972-11-08HR00_evid00080.mseed,308.22641509433964
xa.s16.00.mhz.1972-11-08HR00_evid00080.mseed,67496.15094339622
xa.s16.00.mhz.1977-06-02HR00_evid00255.mseed,308.22641509433964
xa.s16.00.mhz.1977-06-02HR00_evid00255.mseed,2261.132075471698
xa.s16.00.mhz.1977-06-02HR00_evid00255.mseed,7108.830188679245
xa.s16.00.mhz.1977-06-02HR00_evid00255.mseed,52068.52830188679
xa.s16.00.mhz.1977-06-02HR00_evid00255.mseed,63299.47169811321
xa.s16.00.mhz.1972-09-10HR00_evid00075.mseed,308.22641509433964
xa.s16.00.mhz.1972-09-10HR00_evid00075.mseed,46930.8679245283
xa.s16.00.mhz.1972-09-10HR00_evid00075.mseed,63994.41509433962
xa.s16.00.mhz.1972-09-10HR00_evid00075.mseed,72033.6603773585
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,308.22641509433964
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,736.6037735849056
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,2068.0754716981132
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,2448.603773584906
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,3415.5471698113206
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,4244.679245283019
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,4807.396226415094
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,5075.018867924528
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,5928.905660377359
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,6905.962264150943
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,7356.679245283019
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,9780.67924528302
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,10409.207547169812
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,11000.150943396226
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,11467.32075471698
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,12507.622641509433
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,13816.754716981131
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,15065.509433962265
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,15345.811320754718
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,15744.0
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,16338.716981132075
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,18089.35849056604
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,18852.377358490565
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,20556.830188679247
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,21812.830188679247
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,22259.471698113208
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,22841.509433962263
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,23287.245283018867
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,24591.396226415094
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,24916.528301886792
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,25189.584905660377
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,27230.188679245282
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,27614.64150943396
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,27954.867924528302
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,28799.54716981132
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,30455.094339622643
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,31324.98113207547
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,31633.509433962263
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,32495.69811320755
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,32853.88679245283
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,34639.84905660377
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,35573.28301886792
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,35780.981132075474
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,39607.698113207545
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,40530.71698113208
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,41039.84905660377
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,41889.96226415094
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,42928.0
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,43389.28301886792
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,43652.67924528302
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,44405.735849056604
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,45357.28301886792
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,45487.54716981132
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,49238.339622641506
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,49447.54716981132
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,50100.377358490565
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,67302.7924528302
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,69276.98113207547
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,72836.98113207547
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,73203.16981132075
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,74644.07547169812
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,75600.15094339622
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,76357.43396226416
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,77294.49056603774
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,78043.47169811321
xa.s16.00.mhz.1973-07-31HR00_evid00123.mseed,78961.2075471698
xa.s16.00.mhz.1974-12-15HR00_evid00172.mseed,308.22641509433964
xa.s16.00.mhz.1974-12-15HR00_evid00172.mseed,12808.905660377359
xa.s16.00.mhz.1974-12-15HR00_evid00172.mseed,33134.79245283019
xa.s16.00.mhz.1974-12-15HR00_evid00172.mseed,76266.2641509434
xa.s16.00.mhz.1974-12-15HR00_evid00172.mseed,76991.54716981133
xa.s16.00.mhz.1974-12-15HR00_evid00172.mseed,78773.43396226416
xa.s16.00.mhz.1974-12-15HR00_evid00172.mseed,79916.07547169812
xa.s16.00.mhz.1974-12-15HR00_evid00172.mseed,81894.18867924529
xa.s16.00.mhz.1972-11-14HR00_evid00081.mseed,427.1698113207547
xa.s16.00.mhz.1972-11-14HR00_evid00081.mseed,6971.018867924528
xa.s16.00.mhz.1972-11-14HR00_evid00081.mseed,8929.66037735849
xa.s16.00.mhz.1972-11-14HR00_evid00081.mseed,9594.566037735849
xa.s16.00.mhz.1972-11-14HR00_evid00081.mseed,28131.471698113208
xa.s16.00.mhz.1972-11-14HR00_evid00081.mseed,63632.6037735849
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,308.22641509433964
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,1365.8867924528302
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,4514.867924528302
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,8700.67924528302
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,11215.245283018869
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,14908.981132075472
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,15838.037735849057
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,16614.79245283019
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,17807.094339622643
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,18569.056603773584
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,19148.377358490565
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,26708.377358490565
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,28320.45283018868
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,29400.603773584906
xa.s16.00.mhz.1974-05-19HR00_evid00146.mseed,30063.69811320755
